credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
2652,1125,visa,500000,489814,2024-01-02,2024-02-01,Pending,0.98,4047404681514569,Indian Bank
2653,1125,visa,50000,44763,2024-04-14,2024-05-14,Paid,0.9,4922099121744931,Bank of Maharashtra
2654,790,visa,20000,16307,2024-02-23,2024-03-24,Paid,0.82,4004965260792595,Andhra Bank
2655,790,visa,200000,88446,2024-11-07,2024-12-07,Pending,0.44,4358270246163728,Federal Bank
2656,790,mastercard,500000,234847,2024-04-25,2024-05-25,Paid,0.47,2271478436018051,Federal Bank
2657,1452,visa,50000,16136,2024-02-12,2024-03-13,Pending,0.32,4033995101735540,Punjab National Bank
2658,1452,visa,100000,24686,2024-03-12,2024-04-11,Pending,0.25,4797433192304295,ICICI
2659,1192,mastercard,15000,7871,2024-11-06,2024-12-06,Overdue,0.52,2439228311321594,Bank of Maharashtra
2660,1192,visa,150000,23842,2024-05-09,2024-06-08,Overdue,0.16,4274136923978558,Canara Bank
2661,1166,mastercard,500000,286461,2024-02-11,2024-03-12,Overdue,0.57,5148080236756635,Kotak Mahindra
2662,1451,mastercard,50000,8878,2024-07-02,2024-08-01,Pending,0.18,2255830456723970,Kotak Mahindra
2663,1451,mastercard,300000,223514,2024-01-31,2024-03-01,Pending,0.75,2496963066400041,Central Bank of India
2664,903,mastercard,20000,16071,2024-10-26,2024-11-25,Paid,0.8,2702445535701811,Bajaj Finserv
2665,903,visa,50000,36782,2024-06-20,2024-07-20,Pending,0.74,4118152936421387,Andhra Bank
2666,191,mastercard,40000,32611,2024-03-26,2024-04-25,Pending,0.82,5483659805531892,ICICI
2667,548,visa,30000,2922,2024-04-01,2024-05-01,Pending,0.1,4881267611026866,Bank of Maharashtra
2668,548,visa,300000,164444,2024-02-17,2024-03-18,Overdue,0.55,4957290168549782,ICICI
2669,548,visa,15000,4963,2024-02-23,2024-03-24,Pending,0.33,4262350097085694,Kotak Mahindra
2670,464,mastercard,150000,13745,2024-10-15,2024-11-14,Overdue,0.09,2281516045700680,Central Bank of India
2671,464,visa,150000,97209,2024-05-05,2024-06-04,Overdue,0.65,4106177528954127,ICICI
2672,242,visa,20000,14982,2024-10-04,2024-11-03,Paid,0.75,4224934263666168,Yes Bank
2673,1058,mastercard,20000,6671,2024-03-25,2024-04-24,Pending,0.33,2712434531124028,Kotak Mahindra
2674,1246,visa,15000,6250,2024-07-06,2024-08-05,Paid,0.42,4371622771146408,Axis Bank
2675,1246,mastercard,15000,14817,2024-01-20,2024-02-19,Paid,0.99,2600267392931239,Canara Bank
2676,114,visa,75000,29933,2024-01-12,2024-02-11,Pending,0.4,4279611452338221,Union Bank of India
2677,114,visa,25000,4642,2024-04-28,2024-05-28,Overdue,0.19,4168369906784722,Yes Bank
2678,114,mastercard,75000,74781,2024-01-18,2024-02-17,Overdue,1,2716502652896230,Indian Bank
2679,33,visa,300000,142928,2024-02-18,2024-03-19,Pending,0.48,4250210590277640,HDFC
2680,624,mastercard,75000,49431,2024-04-27,2024-05-27,Pending,0.66,5518442201441704,Kotak Mahindra
2681,624,mastercard,40000,39330,2024-03-29,2024-04-28,Paid,0.98,2260254489432405,Union Bank of India
2682,1290,visa,400000,235472,2024-09-08,2024-10-08,Paid,0.59,4769291717007668,Yes Bank
2683,896,visa,300000,59968,2024-11-06,2024-12-06,Paid,0.2,4827777734593326,Bank of Baroda
2684,896,mastercard,20000,6008,2024-05-06,2024-06-05,Overdue,0.3,5488312869033869,Canara Bank
2685,896,discover,400000,134479,2024-06-16,2024-07-16,Overdue,0.34,6011401977974967,Union Bank of India
2686,60,mastercard,150000,75088,2024-10-30,2024-11-29,Pending,0.5,5499866983886772,Bank of Maharashtra
2687,60,mastercard,20000,3912,2024-08-10,2024-09-09,Pending,0.2,2677900612343581,Kotak Mahindra
2688,72,visa,150000,130539,2024-06-04,2024-07-04,Paid,0.87,4717914494514886,Punjab National Bank
2689,72,visa,100000,62759,2024-08-20,2024-09-19,Paid,0.63,4292464520928430,Axis Bank
2690,388,visa,15000,13649,2024-06-17,2024-07-17,Pending,0.91,4031847866796401,Bank of Baroda
2691,388,visa,500000,363654,2024-11-15,2024-12-15,Paid,0.73,4330334978343347,Yes Bank
2692,388,mastercard,200000,97229,2024-09-16,2024-10-16,Pending,0.49,5581892193596257,Punjab National Bank
2693,1414,mastercard,200000,10761,2024-09-29,2024-10-29,Overdue,0.05,2234186944351734,RBL Bank
2694,1414,visa,500000,110326,2024-08-21,2024-09-20,Overdue,0.22,4081492303372034,Canara Bank
2695,1414,discover,200000,3725,2024-10-28,2024-11-27,Paid,0.02,6011959773018370,Canara Bank
2696,882,mastercard,25000,11472,2024-04-21,2024-05-21,Pending,0.46,5570264262338099,Kotak Mahindra
2697,322,visa,75000,49811,2024-02-05,2024-03-06,Paid,0.66,4546060640491327,Indian Bank
2698,322,visa,30000,6028,2024-05-19,2024-06-18,Overdue,0.2,4795801329000725,Kotak Mahindra
2699,127,mastercard,300000,230095,2024-08-28,2024-09-27,Paid,0.77,2717046269564731,IDBI Bank
2700,1005,visa,30000,19715,2024-02-25,2024-03-26,Overdue,0.66,4584087663574534,Indian Bank
2701,1005,visa,25000,17928,2024-11-09,2024-12-09,Pending,0.72,4186132919189323,ICICI
2702,25,visa,300000,34147,2024-08-14,2024-09-13,Pending,0.11,4399914205149316,RBL Bank
2703,61,visa,200000,188870,2024-03-12,2024-04-11,Paid,0.94,4224531510740596,Canara Bank
2704,61,mastercard,15000,2350,2024-10-02,2024-11-01,Paid,0.16,2269755911045285,Yes Bank
2705,737,visa,75000,448,2024-02-03,2024-03-04,Overdue,0.01,4822734020251007,ICICI
2706,737,mastercard,500000,297247,2024-08-05,2024-09-04,Paid,0.59,2276180756205517,Yes Bank
2707,737,rupay,15000,9234,2024-05-25,2024-06-24,Overdue,0.62,6.21218E+13,Bajaj Finserv
2708,138,mastercard,40000,25347,2024-06-13,2024-07-13,Pending,0.63,2327209395261604,Yes Bank
2709,35,mastercard,200000,65547,2024-05-19,2024-06-18,Pending,0.33,5443721610548674,IDBI Bank
2710,35,mastercard,25000,14883,2024-04-30,2024-05-30,Overdue,0.6,2262726417441523,Bank of India
2711,100,visa,25000,9399,2024-10-17,2024-11-16,Overdue,0.38,4674666907355965,Bank of Baroda
2712,100,mastercard,40000,10506,2024-03-16,2024-04-15,Pending,0.26,5547602047046547,HDFC
2713,402,mastercard,500000,157211,2024-01-29,2024-02-28,Paid,0.31,5217920693383660,ICICI
2714,1050,mastercard,75000,70975,2024-02-12,2024-03-13,Paid,0.95,2247591508761787,Union Bank of India
2715,1050,visa,300000,185042,2024-02-26,2024-03-27,Paid,0.62,4000908148100700,Union Bank of India
2716,1050,amex,75000,60369,2024-09-26,2024-10-26,Overdue,0.8,3.7783E+14,IDBI Bank
2717,1174,mastercard,75000,60754,2024-05-04,2024-06-03,Pending,0.81,2567074621987714,Canara Bank
2718,1174,mastercard,300000,209129,2024-06-27,2024-07-27,Paid,0.7,2704927869032978,RBL Bank
2719,1174,visa,30000,7109,2024-07-09,2024-08-08,Overdue,0.24,4115160978787881,Kotak Mahindra
2720,944,visa,400000,345676,2024-04-19,2024-05-19,Overdue,0.86,4117538169149318,Bank of India
2721,1565,mastercard,150000,107009,2024-02-16,2024-03-17,Pending,0.71,5547495448030339,Indian Bank
2722,913,visa,75000,18524,2024-04-18,2024-05-18,Pending,0.25,4740211254857170,Axis Bank
2723,913,mastercard,40000,27008,2024-11-11,2024-12-11,Paid,0.68,2278821645705922,Kotak Mahindra
2724,1353,visa,50000,36155,2024-04-05,2024-05-05,Paid,0.72,4957314392537643,Union Bank of India
2725,1353,mastercard,25000,14515,2024-05-25,2024-06-24,Paid,0.58,2230065797092021,Kotak Mahindra
2726,1142,mastercard,200000,174848,2024-07-22,2024-08-21,Paid,0.87,2328315701426846,IDFC First Bank
2727,1142,visa,300000,210699,2024-10-18,2024-11-17,Overdue,0.7,4304876705554572,Kotak Mahindra
2728,1142,discover,75000,41483,2024-01-25,2024-02-24,Pending,0.55,6011767962753701,Yes Bank
2729,1020,visa,500000,488244,2024-11-13,2024-12-13,Pending,0.98,4385895655329191,Canara Bank
2730,1020,visa,300000,50889,2024-09-08,2024-10-08,Paid,0.17,4629493066874595,SBI
2731,1020,visa,15000,14127,2024-07-20,2024-08-19,Paid,0.94,4188068110030320,Canara Bank
2732,1578,visa,50000,23376,2024-11-11,2024-12-11,Paid,0.47,4079222586449587,Punjab National Bank
2733,1578,visa,40000,4326,2024-10-28,2024-11-27,Pending,0.11,4287921637546105,Andhra Bank
2734,1578,mastercard,200000,117077,2024-06-27,2024-07-27,Pending,0.59,5113350797417666,Canara Bank
2735,1390,visa,40000,19873,2024-01-24,2024-02-23,Paid,0.5,4535597097636162,Federal Bank
2736,1143,visa,25000,5349,2024-04-23,2024-05-23,Pending,0.21,4157119830672805,Axis Bank
2737,107,mastercard,25000,18404,2024-04-03,2024-05-03,Overdue,0.74,2720681487163257,Bajaj Finserv
2738,1042,mastercard,400000,130752,2024-04-23,2024-05-23,Paid,0.33,2282562752580740,Punjab National Bank
2739,1042,mastercard,20000,1290,2024-01-10,2024-02-09,Paid,0.06,5240321909284662,Union Bank of India
2740,1042,mastercard,75000,62505,2024-09-23,2024-10-23,Paid,0.83,2700139780819558,HDFC
2741,755,mastercard,100000,76662,2024-03-02,2024-04-01,Overdue,0.77,2703691288317466,Bank of Baroda
2742,755,mastercard,15000,8057,2024-10-29,2024-11-28,Overdue,0.54,2278959973735168,Bank of Maharashtra
2743,755,mastercard,50000,5571,2024-06-19,2024-07-19,Pending,0.11,2449336131263355,SBI
2744,214,visa,25000,20448,2024-01-20,2024-02-19,Pending,0.82,4606375883466241,Union Bank of India
2745,214,visa,20000,6459,2024-10-02,2024-11-01,Overdue,0.32,4015859884437173,Canara Bank
2746,214,mastercard,400000,43554,2024-07-19,2024-08-18,Pending,0.11,5492018339575074,Andhra Bank
2747,1256,mastercard,15000,10188,2024-03-03,2024-04-02,Overdue,0.68,2295639155385508,Central Bank of India
2748,1256,visa,50000,16561,2024-04-17,2024-05-17,Paid,0.33,4054898044053027,RBL Bank
2749,1256,amex,150000,6145,2024-02-20,2024-03-21,Pending,0.04,3.74298E+14,Canara Bank
2750,523,visa,15000,10639,2024-05-14,2024-06-13,Paid,0.71,4639128004991998,Indian Bank
2751,835,mastercard,100000,56747,2024-03-25,2024-04-24,Pending,0.57,5580826309437379,ICICI
2752,835,mastercard,400000,398335,2024-06-10,2024-07-10,Overdue,1,5214836044194759,IDBI Bank
2753,1261,visa,50000,36128,2024-07-26,2024-08-25,Paid,0.72,4668595971789957,Punjab National Bank
2754,9,visa,400000,300759,2024-03-22,2024-04-21,Paid,0.75,4031973549312927,Indian Bank
2755,9,mastercard,30000,29639,2024-04-16,2024-05-16,Pending,0.99,2254297044223445,Union Bank of India
2756,1062,mastercard,15000,11391,2024-04-11,2024-05-11,Overdue,0.76,2256950776541891,IDFC First Bank
2757,1062,mastercard,50000,24038,2024-11-01,2024-12-01,Overdue,0.48,2242525069419984,Central Bank of India
2758,872,mastercard,400000,179373,2024-07-05,2024-08-04,Paid,0.45,5597381378090692,Bank of India
2759,1252,mastercard,150000,50568,2024-07-20,2024-08-19,Pending,0.34,2714128456354028,Indian Bank
2760,783,mastercard,20000,14741,2024-05-11,2024-06-10,Overdue,0.74,2294404105071323,SBI
2761,966,mastercard,150000,29759,2024-05-26,2024-06-25,Paid,0.2,2242891315980678,Punjab National Bank
2762,966,visa,30000,2438,2024-10-16,2024-11-15,Paid,0.08,4706393485063786,Bank of India
2763,966,discover,25000,18740,2024-01-05,2024-02-04,Paid,0.75,6011217689193450,SBI
2764,517,visa,15000,11847,2024-01-11,2024-02-10,Paid,0.79,4693030899726054,Canara Bank
2765,1244,visa,25000,19095,2024-10-24,2024-11-23,Overdue,0.76,4975852473118096,IDBI Bank
2766,1244,mastercard,500000,348619,2024-03-04,2024-04-03,Paid,0.7,2288052841556889,Andhra Bank
2767,1244,discover,15000,11536,2024-10-22,2024-11-21,Paid,0.77,6011314131431628,Kotak Mahindra
2768,375,visa,25000,3004,2024-07-02,2024-08-01,Overdue,0.12,4050170462596372,SBI
2769,375,visa,75000,30549,2024-10-19,2024-11-18,Paid,0.41,4552993820901700,ICICI
2770,656,visa,75000,41996,2024-06-26,2024-07-26,Overdue,0.56,4312144857403274,RBL Bank
2771,1381,visa,100000,25860,2024-09-02,2024-10-02,Overdue,0.26,4734520281468779,Bajaj Finserv
2772,1381,visa,100000,37757,2024-11-10,2024-12-10,Overdue,0.38,4547496229412780,Bank of Maharashtra
2773,1381,visa,100000,24238,2024-03-01,2024-03-31,Overdue,0.24,4500716673348007,HDFC
2774,1540,visa,25000,6478,2024-07-05,2024-08-04,Pending,0.26,4582586068810353,Punjab National Bank
2775,1540,visa,400000,65017,2024-06-09,2024-07-09,Overdue,0.16,4969251685919839,SBI
2776,1540,visa,25000,10531,2024-10-08,2024-11-07,Paid,0.42,4905346006560762,Bank of Baroda
2777,294,mastercard,300000,155566,2024-10-11,2024-11-10,Overdue,0.52,5104747049441215,Central Bank of India
2778,294,mastercard,30000,13976,2024-08-26,2024-09-25,Pending,0.47,2274944723874073,Bank of India
2779,294,visa,150000,1830,2024-09-26,2024-10-26,Overdue,0.01,4431710953586885,IDFC First Bank
2780,166,mastercard,500000,84548,2024-09-11,2024-10-11,Paid,0.17,2501413901406194,ICICI
2781,92,visa,100000,45118,2024-08-01,2024-08-31,Overdue,0.45,4608090601342305,ICICI
2782,92,mastercard,20000,14612,2024-06-06,2024-07-06,Paid,0.73,2455087882832473,SBI
2783,16,mastercard,200000,94759,2024-10-06,2024-11-05,Overdue,0.47,2229794516318465,Andhra Bank
2784,682,visa,200000,68796,2024-08-26,2024-09-25,Overdue,0.34,4842360584188496,Canara Bank
2785,682,mastercard,50000,48640,2024-08-23,2024-09-22,Pending,0.97,2500135666528810,Bank of India
2786,682,amex,40000,32052,2024-07-20,2024-08-19,Pending,0.8,3.75055E+14,Federal Bank
2787,983,visa,30000,19242,2024-09-07,2024-10-07,Paid,0.64,4660811823280857,ICICI
2788,983,mastercard,75000,60941,2024-10-21,2024-11-20,Pending,0.81,2720857638598001,Canara Bank
2789,1127,mastercard,100000,60868,2024-06-24,2024-07-24,Pending,0.61,2720897793473749,Punjab National Bank
2790,1127,visa,400000,393505,2024-09-12,2024-10-12,Pending,0.98,4069690485411779,Central Bank of India
2791,879,visa,25000,10378,2024-02-12,2024-03-13,Pending,0.42,4773429883741777,Punjab National Bank
2792,879,mastercard,50000,914,2024-01-14,2024-02-13,Pending,0.02,2260978115032177,Bank of Baroda
2793,533,visa,200000,48210,2024-03-16,2024-04-15,Paid,0.24,4719370852336610,Axis Bank
2794,533,visa,75000,61903,2024-04-13,2024-05-13,Paid,0.83,4241157729722966,IDFC First Bank
2795,483,mastercard,30000,710,2024-10-07,2024-11-06,Pending,0.02,2275693055827121,Union Bank of India
2796,483,visa,40000,36000,2024-04-14,2024-05-14,Pending,0.9,4690538619397058,Yes Bank
2797,483,discover,100000,79537,2024-08-21,2024-09-20,Overdue,0.8,6011777732000747,Bajaj Finserv
2798,442,mastercard,75000,20948,2024-08-18,2024-09-17,Pending,0.28,2284167453441818,ICICI
2799,442,mastercard,20000,2192,2024-05-31,2024-06-30,Pending,0.11,2222302296347139,Bajaj Finserv
2800,442,mastercard,25000,7705,2024-10-11,2024-11-10,Overdue,0.31,5413979623500506,Bajaj Finserv
2801,337,visa,75000,64291,2024-03-12,2024-04-11,Paid,0.86,4143273003122101,Indian Bank
2802,337,visa,50000,41317,2024-11-06,2024-12-06,Pending,0.83,4274428342702663,Andhra Bank
2803,807,mastercard,200000,31941,2024-06-20,2024-07-20,Overdue,0.16,2232817527076528,Punjab National Bank
2804,807,mastercard,50000,47497,2024-02-25,2024-03-26,Pending,0.95,5566731567290478,Punjab National Bank
2805,1506,mastercard,200000,124131,2024-06-27,2024-07-27,Paid,0.62,2720823748603800,HDFC
2806,1506,mastercard,50000,27328,2024-08-21,2024-09-20,Paid,0.55,2713092918599623,Kotak Mahindra
2807,1428,mastercard,400000,122388,2024-04-26,2024-05-26,Pending,0.31,2243815654940810,Bajaj Finserv
2808,1428,mastercard,150000,89327,2024-04-20,2024-05-20,Overdue,0.6,2253482592930036,Canara Bank
2809,6,visa,25000,10545,2024-08-26,2024-09-25,Overdue,0.42,4342754402064274,Bank of Maharashtra
2810,6,visa,400000,310816,2024-10-27,2024-11-26,Overdue,0.78,4882645776850775,Yes Bank
2811,6,visa,100000,73832,2024-11-13,2024-12-13,Pending,0.74,4237391824567515,HDFC
2812,1298,mastercard,150000,25056,2024-03-19,2024-04-18,Pending,0.17,5171908759532779,Punjab National Bank
2813,1298,mastercard,20000,17341,2024-04-18,2024-05-18,Pending,0.87,2279115960671440,IDBI Bank
2814,392,mastercard,20000,14728,2024-10-11,2024-11-10,Pending,0.74,2719705817269485,Kotak Mahindra
2815,392,mastercard,400000,75016,2024-01-27,2024-02-26,Pending,0.19,2532200052878203,ICICI
2816,63,mastercard,30000,7318,2024-06-08,2024-07-08,Overdue,0.24,2720984746720630,HDFC
2817,264,mastercard,50000,40675,2024-02-23,2024-03-24,Pending,0.81,2475437525474918,Federal Bank
2818,264,visa,500000,143003,2024-03-02,2024-04-01,Pending,0.29,4681276884486436,Bajaj Finserv
2819,264,amex,200000,140590,2024-06-14,2024-07-14,Paid,0.7,3.4943E+14,Kotak Mahindra
2820,683,visa,40000,3969,2024-09-03,2024-10-03,Overdue,0.1,4233363139934106,Kotak Mahindra
2821,683,mastercard,30000,25909,2024-01-20,2024-02-19,Pending,0.86,5157767101931016,Central Bank of India
2822,1200,visa,40000,17104,2024-10-19,2024-11-18,Paid,0.43,4666069560784045,Punjab National Bank
2823,1200,mastercard,15000,472,2024-10-05,2024-11-04,Overdue,0.03,2703860055326436,Central Bank of India
2824,1075,visa,50000,30470,2024-03-08,2024-04-07,Paid,0.61,4975911041217515,IDBI Bank
2825,689,mastercard,150000,41150,2024-03-06,2024-04-05,Overdue,0.27,2710253080603956,IDBI Bank
2826,689,mastercard,20000,8963,2024-11-02,2024-12-02,Pending,0.45,2524089765949223,IDFC First Bank
2827,912,visa,400000,318002,2024-07-19,2024-08-18,Pending,0.8,4570185793949521,Indian Bank
2828,912,visa,200000,33694,2024-07-20,2024-08-19,Pending,0.17,4354436247339674,HDFC
2829,423,visa,15000,14217,2024-06-26,2024-07-26,Pending,0.95,4389108323361554,Federal Bank
2830,423,mastercard,50000,9289,2024-03-04,2024-04-03,Pending,0.19,2285658053856461,Union Bank of India
2831,1029,visa,300000,227677,2024-10-01,2024-10-31,Overdue,0.76,4984658185747513,Canara Bank
2832,518,mastercard,25000,10702,2024-05-03,2024-06-02,Overdue,0.43,2710658349649519,ICICI
2833,518,mastercard,50000,37068,2024-06-08,2024-07-08,Overdue,0.74,2539905610550366,ICICI
2834,518,visa,400000,376056,2024-06-16,2024-07-16,Overdue,0.94,4434837657378884,Punjab National Bank
2835,1178,mastercard,20000,2224,2024-04-30,2024-05-30,Paid,0.11,2343239855750143,Punjab National Bank
2836,598,visa,150000,42829,2024-06-07,2024-07-07,Overdue,0.29,4174720215845533,Yes Bank
2837,598,visa,500000,188909,2024-01-23,2024-02-22,Pending,0.38,4594018262398155,Canara Bank
2838,598,visa,75000,45032,2024-01-18,2024-02-17,Paid,0.6,4456669981705810,Bajaj Finserv
2839,200,mastercard,150000,16292,2024-09-14,2024-10-14,Overdue,0.11,2224951787627686,Central Bank of India
2840,1074,mastercard,400000,81256,2024-01-25,2024-02-24,Overdue,0.2,2709439701140642,SBI
2841,1190,visa,100000,20848,2024-03-17,2024-04-16,Paid,0.21,4384469109683958,IDFC First Bank
2842,1190,visa,30000,1851,2024-10-31,2024-11-30,Overdue,0.06,4959888863194495,Federal Bank
2843,185,visa,15000,10533,2024-09-26,2024-10-26,Overdue,0.7,4731540246599214,Yes Bank
2844,185,mastercard,15000,691,2024-03-23,2024-04-22,Paid,0.05,2289235672491347,Yes Bank
2845,185,discover,25000,16403,2024-05-15,2024-06-14,Pending,0.66,6530548729199491,Canara Bank
2846,1234,mastercard,500000,332571,2024-05-03,2024-06-02,Overdue,0.67,5142870484612076,Union Bank of India
2847,1234,visa,150000,75927,2024-09-16,2024-10-16,Pending,0.51,4855229619861720,HDFC
2848,1234,rupay,400000,365494,2024-04-29,2024-05-29,Pending,0.91,6.21754E+13,ICICI
2849,428,visa,200000,9438,2024-07-26,2024-08-25,Paid,0.05,4552577566417615,Yes Bank
2850,428,mastercard,15000,5724,2024-05-12,2024-06-11,Overdue,0.38,2573195491272697,SBI
2851,428,rupay,50000,33367,2024-02-17,2024-03-18,Paid,0.67,6.23336E+13,Punjab National Bank
2852,445,visa,300000,147543,2024-01-12,2024-02-11,Pending,0.49,4948373614282968,Federal Bank
2853,445,mastercard,150000,101821,2024-04-17,2024-05-17,Paid,0.68,2720106343821872,Kotak Mahindra
2854,445,rupay,40000,21920,2024-08-25,2024-09-24,Paid,0.55,6.25306E+13,Axis Bank
2855,45,mastercard,100000,3777,2024-05-12,2024-06-11,Pending,0.04,5447656359678868,Andhra Bank
2856,45,mastercard,30000,6056,2024-08-26,2024-09-25,Paid,0.2,2720286174907964,ICICI
2857,386,mastercard,500000,55957,2024-08-01,2024-08-31,Overdue,0.11,2654727355940266,Kotak Mahindra
2858,386,visa,500000,298952,2024-11-16,2024-12-16,Overdue,0.6,4244487930804940,Indian Bank
2859,1541,visa,200000,79526,2024-08-15,2024-09-14,Pending,0.4,4637362627056523,IDBI Bank
2860,958,visa,300000,120486,2024-04-06,2024-05-06,Overdue,0.4,4067176532435633,IDFC First Bank
2861,581,visa,150000,6242,2024-02-16,2024-03-17,Pending,0.04,4718132430019949,HDFC
2862,581,visa,25000,10942,2024-09-03,2024-10-03,Paid,0.44,4201645285695020,Bajaj Finserv
2863,1097,mastercard,400000,171630,2024-02-14,2024-03-15,Pending,0.43,2235646790138518,Union Bank of India
2864,973,visa,100000,62937,2024-03-28,2024-04-27,Overdue,0.63,4139698921018179,Andhra Bank
2865,973,mastercard,500000,349712,2024-02-17,2024-03-18,Paid,0.7,2224683668138893,SBI
2866,982,visa,15000,13970,2024-04-20,2024-05-20,Paid,0.93,4285595176401310,Andhra Bank
2867,982,visa,15000,4493,2024-06-28,2024-07-28,Paid,0.3,4022627500864885,Indian Bank
2868,982,mastercard,75000,74463,2024-03-08,2024-04-07,Paid,0.99,2238334080539474,Axis Bank
2869,756,visa,50000,14110,2024-09-07,2024-10-07,Overdue,0.28,4296777784454058,Kotak Mahindra
2870,592,mastercard,400000,195465,2024-04-24,2024-05-24,Paid,0.49,2525892663257824,IDFC First Bank
2871,592,mastercard,300000,11741,2024-11-12,2024-12-12,Pending,0.04,5323363360082482,ICICI
2872,326,visa,40000,9295,2024-08-14,2024-09-13,Pending,0.23,4047962943914794,IDBI Bank
2873,326,visa,20000,995,2024-10-09,2024-11-08,Pending,0.05,4108160046759135,Bank of Baroda
2874,326,visa,20000,2821,2024-02-27,2024-03-28,Overdue,0.14,4353149559517891,Yes Bank
2875,1458,mastercard,200000,182168,2024-04-04,2024-05-04,Overdue,0.91,2238122704591314,IDFC First Bank
2876,1458,mastercard,15000,11515,2024-11-12,2024-12-12,Overdue,0.77,2312594830837689,Bajaj Finserv
2877,1458,visa,400000,362703,2024-03-07,2024-04-06,Paid,0.91,4079414048864863,Kotak Mahindra
2878,365,visa,75000,49469,2024-04-27,2024-05-27,Paid,0.66,4089890126060706,ICICI
2879,365,mastercard,75000,61040,2024-10-30,2024-11-29,Pending,0.81,5507727913789710,Bank of Baroda
2880,365,discover,200000,11543,2024-03-29,2024-04-28,Overdue,0.06,6515313422258063,SBI
2881,1543,mastercard,400000,147623,2024-06-19,2024-07-19,Overdue,0.37,2246697996969013,Bajaj Finserv
2882,1543,visa,500000,140134,2024-04-05,2024-05-05,Paid,0.28,4859867868234903,IDFC First Bank
2883,455,visa,30000,22599,2024-09-20,2024-10-20,Pending,0.75,4714409690770500,HDFC
2884,455,visa,200000,114122,2024-03-02,2024-04-01,Overdue,0.57,4295269110134548,Bajaj Finserv
2885,767,visa,400000,389297,2024-05-27,2024-06-26,Paid,0.97,4346894571163600,Indian Bank
2886,767,mastercard,20000,19596,2024-05-29,2024-06-28,Pending,0.98,2708828534915306,IDBI Bank
2887,610,mastercard,150000,42964,2024-10-12,2024-11-11,Pending,0.29,5409540552109291,Bank of India
2888,610,visa,50000,48181,2024-09-04,2024-10-04,Overdue,0.96,4361784475955971,Bank of India
2889,610,amex,25000,19012,2024-02-11,2024-03-12,Pending,0.76,3.48167E+14,Bank of India
2890,253,mastercard,50000,19165,2024-08-29,2024-09-28,Paid,0.38,5387178836933644,Bajaj Finserv
2891,253,mastercard,50000,28292,2024-05-03,2024-06-02,Paid,0.57,2696689438553138,Andhra Bank
2892,253,mastercard,25000,10905,2024-04-29,2024-05-29,Pending,0.44,2702607457237765,IDBI Bank
2893,1351,mastercard,500000,282702,2024-08-20,2024-09-19,Overdue,0.57,2702786081498223,Bank of Baroda
2894,1351,visa,50000,33184,2024-10-13,2024-11-12,Overdue,0.66,4056758304144601,Punjab National Bank
2895,1351,rupay,50000,35403,2024-03-07,2024-04-06,Overdue,0.71,6.29196E+13,Bank of Baroda
2896,813,visa,500000,107905,2024-06-14,2024-07-14,Overdue,0.22,4897603320230302,Union Bank of India
2897,813,visa,75000,14664,2024-03-11,2024-04-10,Overdue,0.2,4028559696813091,Federal Bank
2898,1473,visa,150000,27214,2024-10-03,2024-11-02,Overdue,0.18,4070772172706492,HDFC
2899,1473,mastercard,150000,43175,2024-04-11,2024-05-11,Overdue,0.29,5217529018693412,Yes Bank
2900,994,mastercard,100000,15325,2024-07-22,2024-08-21,Pending,0.15,2373044949163920,Bank of India
2901,1503,mastercard,150000,102970,2024-10-04,2024-11-03,Paid,0.69,5211241651354775,Bank of Maharashtra
2902,1503,mastercard,400000,213908,2024-10-06,2024-11-05,Overdue,0.53,2497333844210956,Axis Bank
2903,1503,visa,300000,237845,2024-05-12,2024-06-11,Paid,0.79,4579761116554197,Kotak Mahindra
2904,812,visa,500000,264509,2024-02-06,2024-03-07,Paid,0.53,4430070086505489,Bajaj Finserv
2905,812,visa,20000,10045,2024-07-06,2024-08-05,Paid,0.5,4366627467129466,Union Bank of India
2906,917,mastercard,30000,17759,2024-06-02,2024-07-02,Overdue,0.59,2241321051040231,Axis Bank
2907,985,visa,15000,265,2024-11-05,2024-12-05,Paid,0.02,4843041934031078,Indian Bank
2908,605,visa,30000,6085,2024-04-09,2024-05-09,Overdue,0.2,4921274482961744,SBI
2909,605,visa,40000,29661,2024-09-25,2024-10-25,Paid,0.74,4653620435207904,Central Bank of India
2910,605,mastercard,300000,211288,2024-04-13,2024-05-13,Paid,0.7,2299198881724916,Andhra Bank
2911,1115,mastercard,50000,25411,2024-07-18,2024-08-17,Pending,0.51,5194383951562920,Kotak Mahindra
2912,1115,mastercard,75000,62710,2024-08-01,2024-08-31,Overdue,0.84,2268661564937912,Andhra Bank
2913,1115,visa,300000,257600,2024-10-15,2024-11-14,Paid,0.86,4664848294301081,Bajaj Finserv
2914,568,mastercard,50000,2034,2024-08-24,2024-09-23,Pending,0.04,2564253116643247,Bajaj Finserv
2915,568,mastercard,500000,282600,2024-02-10,2024-03-11,Paid,0.57,2279647201595350,Central Bank of India
2916,134,mastercard,300000,257062,2024-06-16,2024-07-16,Paid,0.86,2238545982630729,Union Bank of India
2917,1559,visa,100000,99490,2024-05-10,2024-06-09,Paid,0.99,4799533957209361,Bajaj Finserv
